title;platform;score_phrase;score;genre;editors_choice;release_year
The Elder Scrolls IV: The Shivering Isles;Xbox 360;Great;8.3;RPG;N;2007
Sonic Spinball;Wii;Good;7.5;Action;N;2007
Battle Lode Runner;Wii;Okay;6.5;Action;N;2007
Eets: Chowdown;Xbox 360;Good;7.4;Puzzle/Action;N;2007
Battle Lode Runner;TurboGrafx-16;Okay;6.5;Puzzle/Action;N;2007
Sam & Max: Season One -- Episode #6: Bright Side of The Moon;PC;Great;8.1;Adventure;N;2007
Bust-A-Move Bash!;Wii;Mediocre;5.3;Puzzle/Action;N;2007
Calling All Cars!;PlayStation 3;Great;8.5;Action;Y;2007
Raiden III;PlayStation 2;Okay;6.5;Shooter;N;2007
Aedis Eclipse ~Generation of Chaos~;PlayStation Portable;Okay;6.9;Strategy/RPG;N;2007
ProStroke Golf: World Tour 2007;PlayStation Portable;Okay;6.8;Sports;N;2007
Gradius III;Super NES;Great;8.5;Shooter;Y;2007
Gradius III;Wii;Great;8.5;Shooter;Y;2007
Pimp My Ride;PlayStation Portable;Painful;2;Racing;N;2007
Pokemon Pearl Version;Nintendo DS;Great;8.5;RPG;Y;2007
Gyruss;Xbox 360;Bad;4.8;Shooter;N;2007
Pokemon Diamond Version;Nintendo DS;Great;8.5;RPG;Y;2007
Bonk's Revenge;TurboGrafx-16;Good;7.9;Platformer;N;2007
Bonk's Revenge;Wii;Good;7.9;Platformer;N;2007
F.E.A.R.;PlayStation 3;Great;8.1;Shooter;N;2007
Cube [2007];PlayStation Portable;Okay;6.7;Puzzle;N;2007
Super Rub-a-Dub;PlayStation 3;Painful;2.9;Puzzle/Action;N;2007
Virtua Fighter 2;Wii;Awful;3.5;Fighting;N;2007
Bravoman;Wii;Okay;6.5;Action;N;2007
Bravoman;TurboGrafx-16;Okay;6.5;Action;N;2007
Galaga;NES;Good;7.5;Shooter;N;2007
Alex Kidd in the Enchanted Castle;Wii;Bad;4.5;Platformer;N;2007
Galaga;Wii;Good;7.5;Shooter;N;2007
Galaga;NES;Good;7.5;Shooter;N;2007
Punch-Out!! Featuring Mr. Dream;Wii;Amazing;9;Sports;Y;2007
3D Ultra Minigolf Adventures;Xbox 360;Good;7.5;Sports;N;2007
Super Boom Boom;Wireless;Great;8.5;Puzzle/Action;Y;2007
Cake Mania;Nintendo DS;Okay;6.5;Simulation;N;2007
Brain Juice Energy;Wireless;Great;8;Puzzle;N;2007
MediEvil;PlayStation Portable;Mediocre;5.9;Action;N;2007
Cabela's African Safari;Xbox 360;Mediocre;5;Hunting;N;2007
Pocket Pool;PlayStation Portable;Bad;4;Sports;N;2007
Eureka Seven Vol. 2: The New Vision;PlayStation 2;Awful;3.7;Action;N;2007
Valhalla Knights;PlayStation Portable;Mediocre;5.3;RPG;N;2007
Pro Golf 2007 feauring Vijay Singh;Wireless;Good;7.7;Sports;N;2007
For Liberty!;PC;Okay;6.5;Strategy;N;2007
Mortal Kombat II;PlayStation 3;Good;7.3;Fighting;N;2007
Made Man;PlayStation 2;Painful;2.4;Action/Adventure;N;2007
Prince of Persia:  Rival Swords;PlayStation Portable;Good;7;Action;N;2007
Super Paper Mario;Wii;Great;8.9;Action;Y;2007
Derek Jeter Pro Baseball 2007;Wireless;Great;8.5;Sports;Y;2007
Syphon Filter;PlayStation Portable;Okay;6.5;Shooter;N;2007
SingStar Pop;PlayStation 2;Good;7.7;Music;N;2007
Luxor 2;Xbox 360;Okay;6.8;Puzzle/Action;N;2007
Prince of Persia: Rival Swords;Wii;Good;7.1;Action;N;2007
Skipping Stone IQ;Wireless;Good;7.6;Puzzle;N;2007
Genesis Rising: The Universal Crusade;PC;Okay;6.5;Strategy;N;2007
Boom Boom Rocket;Xbox 360;Good;7;Music/Action;N;2007
Dragon's Curse;TurboGrafx-16;Good;7.5;Action;N;2007
Star Fox 64;Wii;Great;8.5;Flight/Action;Y;2007
Theme Park;Nintendo DS;Good;7.5;Simulation;N;2007
Runaway: The Dream of the Turtle;PC;Good;7.2;Adventure;N;2007
Teenage Mutant Ninja Turtles [1989];Wii;Mediocre;5.5;Action;N;2007
Dragon's Curse;Wii;Good;7.5;Adventure;N;2007
Spin-It!;Wireless;Good;7;Puzzle;N;2007
Backyard Basketball 2007;PlayStation 2;Painful;2.5;Sports;N;2007
Lost in Blue 2;Nintendo DS;Mediocre;5.5;Adventure;N;2007
Test Drive Unlimited;PlayStation Portable;Good;7.8;Racing;N;2007
Tom Clancy's Splinter Cell Double Agent;PlayStation 3;Good;7.9;Action;N;2007
Rocky Balboa;PlayStation Portable;Bad;4.7;Sports;N;2007
Shrek Smash n' Crash Racing;Nintendo DS;Bad;4;Racing/Action;N;2007
Detective Puzzles;Wireless;Okay;6;Puzzle;N;2007
Silverfall;PC;Mediocre;5.5;Action/RPG;N;2007
Frontline: Fields of Thunder;PC;Okay;6.4;Strategy;N;2007
Men in Black: Alien Assault;Wireless;Okay;6;Action;N;2007
Backyard Basketball 2007;PC;Painful;2.5;Sports;N;2007
Metal Slug Anthology;PlayStation 2;Good;7.9;Action/Compilation;N;2007
Test Drive Unlimited;PlayStation 2;Good;7.3;Racing;N;2007
Final Fantasy Fables: Chocobo Tales;Nintendo DS;Great;8.3;Adventure;N;2007
Test Drive Unlimited;PC;Great;8;Racing;N;2007
Enchanted Arms;PlayStation 3;Okay;6.5;RPG;N;2007
Blitzkrieg II: Fall of the Reich;PC;Okay;6;Strategy;N;2007
Shrek the Third;Wireless;Good;7.5;Action;N;2007
ArmA: Combat Operations;PC;Good;7.3;Shooter;N;2007
Hard Rock Casino;PlayStation Portable;Bad;4.5;Casino;N;2007
Tony Hawk's Downhill Jam;PlayStation 2;Mediocre;5.5;Sports;N;2007
Double Dragon;Xbox 360;Mediocre;5.6;Fighting;N;2007
Th3 Plan;PlayStation 2;Okay;6.5;Strategy;N;2007
Command & Conquer 3 Tiberium Wars;Xbox 360;Great;8.2;Strategy;N;2007
Gauntlet II;PlayStation 3;Mediocre;5.5;Action;N;2007
Tokyo Xtreme Racer DRIFT 2;PlayStation 2;Bad;4;Racing;N;2007
Spider-Man 3;PC;Bad;4.7;Action/Adventure;N;2007
Ordyne;TurboGrafx-16;Good;7;Shooter;N;2007
Mighty Bomb Jack;NES;Bad;4;Action;N;2007
Rapala Tournament Fishing;Xbox 360;Bad;4.5;Hunting;N;2007
Steel Horizon;Nintendo DS;Awful;3.5;Strategy;N;2007
Big Range Hunting 3D;Wireless;Great;8.1;Simulation;Y;2007
The Fast and the Furious: Fugitive 2D;Wireless;Good;7.8;Racing;N;2007
Innocent Life: A Futuristic Harvest Moon;PlayStation Portable;Okay;6.5;RPG;N;2007
Battleship / Connect Four / Sorry / Trouble;Nintendo DS;Okay;6.5;Board;N;2007
Spider-Man 3;PlayStation 3;Okay;6;Action/Adventure;N;2007
Spider-Man 3;Xbox 360;Okay;6;Action/Adventure;N;2007
Rock City Empire;Wireless;Great;8.4;Simulation;Y;2007
Catan;Xbox 360;Good;7.7;Strategy;N;2007
Final Fight;Super NES;Great;8;Action;N;2007
Ordyne;Wii;Good;7;Shooter;N;2007
Final Fight;Wii;Great;8;Action;N;2007
Winx Club: Join the Club;PlayStation Portable;Awful;3;Action;N;2007
Rainbow Islands;Wireless;Good;7.4;Platformer;N;2007
Mighty Bomb Jack;Wii;Bad;4;Action;N;2007
Robotech: The New Generation;Wireless;Good;7.3;Shooter;N;2007
7 Wonders;PlayStation Portable;Bad;4.9;Puzzle;N;2007
Spider-Man 3;Wii;Mediocre;5.7;Action/Adventure;N;2007
Meet The Robinsons;Nintendo DS;Okay;6.5;Action;N;2007
M&M's: Break'Em;Nintendo DS;Mediocre;5;Puzzle/Action;N;2007
Uno 52;Nintendo DS;Bad;4;Card;N;2007
Mind Quiz: Your Brain Coach;Nintendo DS;Bad;4;Educational;N;2007
SNK vs. Capcom Card Fighters DS;Nintendo DS;Awful;3.5;Card/Battle;N;2007
People's Choice Hangman;Wireless;Good;7.5;Trivia;N;2007
Etrian Odyssey;Nintendo DS;Good;7.4;RPG;N;2007
Catz;Wireless;Good;7.9;Virtual Pet;N;2007
Theatre of War [2007];PC;Good;7;Strategy;N;2007
Spider-Man 3 (Collector's Edition);PlayStation 3;Okay;6;Action/Adventure;N;2007
Spider-Man 3;Nintendo DS;Great;8.1;Action/Adventure;N;2007
Centipede & Millipede;Xbox 360;Mediocre;5.7;Shooter;N;2007
BurgerTime Special;Wireless;Good;7.8;Action;N;2007
True Crime: New York City;Wireless;Bad;4.5;Action;N;2007
Johnny Crash Does Texas;Wireless;Great;8;Action;N;2007
FotoQuest Fishing;Wireless;Great;8;Simulation;N;2007
Spider-Man 3;PlayStation 2;Awful;3.5;Action/Adventure;N;2007
Spider-Man 3 (Special Edition);PlayStation 2;Awful;3.5;Action/Adventure;N;2007
Ancient Wars: Sparta;PC;Okay;6;Strategy;N;2007
Space Invaders  [2007] (Taito Version);Wireless;Mediocre;5;Shooter;N;2007
Heatseeker;PlayStation 2;Bad;4.8;Flight/Action;N;2007
MLB 07: The Show;PlayStation 3;Good;7.7;Sports;N;2007
Rollercoaster Rush 3D;Wireless;Great;8.3;Puzzle;Y;2007
Ninja Gaiden (NES);Wii;Amazing;9;Action;Y;2007
Ninja Gaiden;NES;Amazing;9;Action;Y;2007
Ninja Spirit;Wii;Great;8;Action;N;2007
Ninja Spirit;TurboGrafx-16;Great;8;Action;N;2007
The Fast and the Furious;PlayStation Portable;Okay;6.2;Racing;N;2007
Shockman;Wii;Mediocre;5;Action;N;2007
Bionicle Heroes;Wii;Mediocre;5;Action;N;2007
Rayman Raving Rabbids;Xbox 360;Mediocre;5.8;Party;N;2007
Pillowfight;Wireless;Great;8;Action;Y;2007
Castlevania;Wii;Good;7.5;Action;N;2007
Pirates of the Caribbean: At World's End;PlayStation 2;Okay;6.5;Action;N;2007
Pirates of the Caribbean: At World's End;Wii;Okay;6.5;Action;N;2007
Bejeweled [2007];Wireless;Great;8.5;Puzzle;Y;2007
Rush'n Attack;Xbox 360;Good;7;Action;N;2007
Odin Sphere;PlayStation 2;Great;8.8;RPG;Y;2007
Scrabble [2007];Wireless;Good;7;Puzzle;N;2007
Diner Dash: Sizzle & Serve;Nintendo DS;Good;7;Strategy;N;2007
J.J. & Jeff;Wii;Bad;4;Platformer;N;2007
ActRaiser;Wii;Good;7.5;Action/Editor;N;2007
Streets of Rage 2;Wii;Great;8.5;Action;Y;2007
Making History: The Calm & The Storm;PC;Good;7;Strategy;N;2007
Pac-Man;Wii;Okay;6;Action;N;2007
Pac-Man;NES;Okay;6;Action;N;2007
The Lord of the Rings Online: Shadows of Angmar;PC;Great;8.6;RPG;Y;2007
The Legend of the Mystical Ninja;Wii;Great;8.5;Action/Adventure;Y;2007
Castlevania;NES;Good;7.5;Action;N;2007
Heatseeker;Wii;Mediocre;5.5;Flight/Action;N;2007
Spider-Man 3;Wireless;Okay;6;Action;N;2007
Pinball FX;Xbox 360;Okay;6;Pinball;N;2007
Muncher;Wireless;Good;7.5;Puzzle/Action;N;2007
Company of Heroes;Wireless;Good;7.3;Strategy;N;2007
Wonder Boy in Monster World;Wii;Great;8;Platformer;N;2007
7 Wonders;Wireless;Good;7;Puzzle;N;2007
CellFactor: Revolution;PC;Mediocre;5.2;Shooter;N;2007
Brooktown High;PlayStation Portable;Mediocre;5.2;Simulation;N;2007
Snoop Dogg Cruisin';Wireless;Okay;6.5;Party;N;2007
Driver '76;PlayStation Portable;Bad;4.5;Racing/Action;N;2007
Touch The Dead;Nintendo DS;Okay;6.9;Shooter;N;2007
Dawn of Mana;PlayStation 2;Okay;6.5;Action/RPG;N;2007
Brain Genius;Wireless;Good;7.5;Puzzle;N;2007
Donkey Kong Country 2: Diddy's Kong Quest;Wii;Great;8.8;Platformer;Y;2007
Rampage: World Tour;PlayStation 3;Mediocre;5.6;Action;N;2007
Blazing Lazers;TurboGrafx-16;Great;8;Shooter;N;2007
Joust;PlayStation 3;Okay;6.1;Action;N;2007
New York Times Crosswords;Nintendo DS;Good;7.9;Puzzle;N;2007
Blazing Lazers;Wii;Great;8;Shooter;N;2007
WarTech: Senko no Ronde;Xbox 360;Mediocre;5.1;Shooter;N;2007
Donkey Kong Country 2: Diddy's Kong Quest;Super NES;Great;8.8;Platformer;Y;2007
Pirates of the Caribbean: At World's End;Xbox 360;Mediocre;5.5;Action;N;2007
Pirates of the Caribbean: At World's End;PlayStation 3;Mediocre;5.2;Action;N;2007
Taito Legends Power-Up;PlayStation Portable;Good;7.2;Action/Compilation;N;2007
Shrek the Third;Xbox 360;Okay;6;Action;N;2007
Crash Bandicoot: Party Games;Wireless;Mediocre;5;Party;N;2007
Gunslinger;Wireless;Good;7.5;Action;N;2007
Shrek the Third;Wii;Okay;6;Action;N;2007
Ultimate Board Game Collection;PlayStation Portable;Mediocre;5.8;Board/Compilation;N;2007
Soltrio Solitaire;Xbox 360;Mediocre;5.2;Card;N;2007
Mario Party 8;Wii;Mediocre;5.2;Party;N;2007
Chuzzle Mobile;Wireless;Good;7.9;Puzzle;N;2007
Legend of the Dragon;Wii;Awful;3.8;Fighting;N;2007
Forza Motorsport 2;Xbox 360;Great;8.9;Racing/Simulation;Y;2007
Pirates of the Caribbean: At World's End;Nintendo DS;Okay;6.5;Action;N;2007
Resident Evil 4;PC;Good;7.7;Action/Adventure;N;2007
Pirates of the Caribbean: At World's End;Wireless;Okay;6.5;Action;N;2007
Mortal Kombat: Armageddon;Wii;Good;7.8;Fighting;N;2007
Toon Doku;Nintendo DS;Awful;3.5;Puzzle;N;2007
Shrek the Third;PlayStation 2;Okay;6;Action;N;2007
Rampart;PlayStation 3;Bad;4.3;Strategy;N;2007
Shrek the Third;PC;Okay;6;Action;N;2007
Pirates of the Caribbean: At World's End;PC;Okay;6.5;Adventure;N;2007
Xevious;Xbox 360;Okay;6;Shooter;N;2007
Shadowrun;PC;Okay;6.8;Shooter;N;2007
Dead Moon;TurboGrafx-16;Mediocre;5.5;Shooter;N;2007
ToeJam & Earl in Panic on Funkotron;Wii;Good;7;Platformer;N;2007
Puzzle Scape;PlayStation Portable;Good;7.5;Puzzle/Action;N;2007
Caesar;Wireless;Good;7.8;Strategy;N;2007
Infernal;PC;Mediocre;5.1;Shooter;N;2007
Tomb Raider Anniversary;PlayStation 2;Good;7.8;Adventure;N;2007
Legend of the Dragon;PlayStation 2;Awful;3;Fighting;N;2007
Ms. Pac-Man;iPod;Okay;6;Action;N;2007
Naruto: Ninja Council 3;Nintendo DS;Okay;6.5;Fighting;N;2007
UFO: Afterlight;PC;Good;7.4;Strategy;N;2007
Driver: LA Undercover 3D;Wireless;Okay;6;Action;N;2007
Top Spin 2;PC;Good;7;Sports;N;2007
Hot Brain;PlayStation Portable;Okay;6.8;Educational/Action;N;2007
The Sims 2: Pets;Wii;Good;7.2;Simulation;N;2007
Planet Puzzle League;Nintendo DS;Amazing;9;Puzzle;Y;2007
Penumbra: Overture;PC;Good;7;Adventure;N;2007
Tomb Raider Anniversary;PC;Great;8;Adventure;N;2007
Mad Tracks;Xbox 360;Okay;6.8;Racing;N;2007
Heatseeker;PlayStation Portable;Bad;4;Flight/Action;N;2007
Championship Sprint;PlayStation 3;Painful;2.8;Racing;N;2007
Surf's Up;Xbox 360;Okay;6.2;Action;N;2007
NES Open Tournament Golf;NES;Good;7.5;Sports;N;2007
Fantastic 4: Rise of the Silver Surfer;PlayStation 2;Bad;4.7;Action/Adventure;N;2007
Fantastic 4: Rise of the Silver Surfer;PlayStation 3;Mediocre;5.4;Action/Adventure;N;2007
Duke Nukem Arena;Wireless;Great;8;;Y;2007
Fantastic 4: Rise of the Silver Surfer;Nintendo DS;Awful;3.5;Action;N;2007
Zendoku;Nintendo DS;Mediocre;5;Puzzle;N;2007
Brain Buster Puzzle Pak;Nintendo DS;Good;7;Puzzle;N;2007
Surf's Up;Nintendo DS;Mediocre;5.5;Action;N;2007
Lode Runner;NES;Awful;3.5;Puzzle;N;2007
Prince of Persia Classic;Xbox 360;Great;8.6;Action;Y;2007
Golden Axe II;Wii;Okay;6.5;Action;N;2007
Big Brain Academy: Wii Degree;Wii;Good;7.6;Educational/Puzzle;N;2007
Surf's Up;PlayStation 3;Okay;6.2;Action;N;2007
Crush;PlayStation Portable;Great;8.9;Puzzle;Y;2007
J.J. & Jeff;TurboGrafx-16;Bad;4;Platformer;N;2007
Diner Dash: Sizzle & Serve;PlayStation Portable;Okay;6.5;Strategy;N;2007
Pirates of the Seven Seas;Wireless;Good;7;Action;N;2007
ActRaiser;Super NES;Good;7.5;Action/Simulation;N;2007
Tamagotchi: Party On!;Wii;Awful;3.5;Board;N;2007
Code Lyoko: Get Ready to Virtualize;Nintendo DS;Okay;6.5;Adventure;N;2007
Yu-Gi-Oh! World Championship 2007;Nintendo DS;Good;7.8;Card/Battle;N;2007
ESPN Bassmaster Elite Series;Wireless;Great;8;Hunting;Y;2007
Shoot'em Poker;Wireless;Good;7.8;Card;N;2007
GrimGrimoire;PlayStation 2;Great;8.4;Strategy;N;2007
Tank Beat;Nintendo DS;Bad;4;Action;N;2007
Transformers: The Game;Wireless;Good;7;Action;N;2007
Scarface: The World is Yours;Wii;Great;8.5;Action;Y;2007
Dirt;Xbox 360;Great;8.4;Racing;Y;2007
Marine Sharpshooter III;PC;Awful;3.5;Shooter;N;2007
Naruto: Ultimate Ninja 2;PlayStation 2;Good;7.4;Fighting;N;2007
The Red Star;PlayStation 2;Okay;6.9;Action;N;2007
Space Invaders Pinball;Wireless;Bad;4;Pinball;N;2007
Lode Runner;Wii;Awful;3.5;Puzzle/Action;N;2007
Surf's Up;Wireless;Good;7.8;Action;N;2007
Golden Axe II;Genesis;Okay;6.5;Action;N;2007
PQ: Practical Intelligence Quotient 2;PlayStation Portable;Great;8;Puzzle;N;2007
Poker Pop World Tour;Wireless;Great;8;Puzzle;Y;2007
Purr Pals;Nintendo DS;Okay;6.5;Virtual Pet;N;2007
Sonic the Hedgehog 2 (Genesis);Wii;Great;8.5;Platformer;Y;2007
Fantastic 4: Rise of the Silver Surfer;Wireless;Okay;6;Action;N;2007
Pac-Man: Championship Edition;Xbox 360;Great;8.4;Action;N;2007
Devilish;Nintendo DS;Awful;3;Action;N;2007
Halo 2;PC;Good;7.5;Shooter;N;2007
Miner 2049er;Wireless;Great;8;Platformer;Y;2007
Made Man;PC;Painful;2.4;Action/Adventure;N;2007
Milon's Secret Castle;Wii;Bad;4;Puzzle/Action;N;2007
Milon's Secret Castle;NES;Bad;4;Puzzle;N;2007
Call of Juarez;Xbox 360;Good;7.5;Shooter;N;2007
Shadowrun;Xbox 360;Okay;6.8;Shooter;N;2007
SudoKuro;Nintendo DS;Painful;2;Puzzle;N;2007
Zelda II: The Adventure of Link;Wii;Great;8.5;Action/Adventure;Y;2007
Taito Legends 2;PlayStation 2;Good;7.4;Compilation;N;2007
Dead Moon;Wii;Mediocre;5.5;Shooter;N;2007
The Bigs;PlayStation Portable;Okay;6.3;Sports/Action;N;2007
Cookie & Cream;Nintendo DS;Good;7.8;Platformer;N;2007
Super Stardust HD;PlayStation 3;Great;8.7;Shooter;Y;2007
FreeStyle Street Basketball;PC;Okay;6.8;Sports;N;2007
Hour of Victory;Xbox 360;Mediocre;5.7;Shooter;N;2007
Touchmaster;Nintendo DS;Good;7.8;Party;N;2007
Pyramid Bloxx;Wireless;Great;8.9;Puzzle;Y;2007
Lost Planet: Extreme Condition;PC;Mediocre;5.8;Action;N;2007
Ratatouille;Wireless;Good;7.5;Action;N;2007
Street Fighter II Turbo;Wii;Good;7.5;Fighting;N;2007
The Adventures of Darwin;PlayStation 2;Okay;6.3;Simulation;N;2007
Go! Puzzle;PlayStation 3;Okay;6.3;Puzzle/Compilation;N;2007
Ninja Gaiden Sigma;PlayStation 3;Amazing;9.3;Action;Y;2007
Nervous Brickdown;Nintendo DS;Good;7.9;Action;N;2007
F-Zero X;Wii;Good;7;Racing;N;2007
Dirt;PC;Great;8.4;Racing;Y;2007
Carcassonne;Xbox 360;Great;8;Strategy;N;2007
China Warrior;Wii;Unbearable;1.5;Action;N;2007
Live Free or Die Hard;Wireless;Good;7;Action;N;2007
Transformers: Decepticons;Nintendo DS;Okay;6.8;Action;N;2007
China Warrior;TurboGrafx-16;Unbearable;1.5;Action;N;2007
Harry Potter and the Order of the Phoenix;PC;Good;7.3;Adventure;N;2007
Sword of the Stars: Born of Blood;PC;Good;7.2;Strategy;N;2007
The Bigs;PlayStation 2;Good;7;Sports/Action;N;2007
Millionaire: Music Edition;Wireless;Good;7;Trivia;N;2007
Chicken Shoot (Game & Blaster);Wii;Painful;2;Hunting/Action;N;2007
Air Zonk;TurboGrafx-16;Great;8;Shooter;N;2007
NCAA Football 08;PlayStation 2;Great;8.1;Sports;N;2007
Overlord;PC;Great;8;Adventure;N;2007
Brick Breaker Revolution;Wireless;Great;8.5;Action;Y;2007
Harry Potter and the Order of the Phoenix;Wireless;Good;7;Adventure;N;2007
Driver: Parallel Lines;Wii;Mediocre;5.9;Action;N;2007
Ratatouille;Nintendo DS;Good;7;Platformer;N;2007
Nintendo DS Browser;Nintendo DS;Awful;3.5;Productivity;N;2007
Biker Mice from Mars;PlayStation 2;Awful;3;Racing/Action;N;2007
Traxxpad: Portable Studio;PlayStation Portable;Great;8;Music/Editor;N;2007
Ecco: The Tides of Time;Wii;Good;7;Action/Adventure;N;2007
Smash Court Tennis 3;PlayStation Portable;Good;7;Sports;N;2007
Crazy Campus;Wireless;Good;7.8;Simulation;N;2007
Dragon Spirit;TurboGrafx-16;Good;7;Shooter;N;2007
Dragon Spirit;Wii;Good;7;Shooter;N;2007
Ecco: The Tides of Time;Genesis;Good;7;Action;N;2007
Tom Clancy's Rainbow Six: Vegas;PlayStation Portable;Mediocre;5.5;Shooter;N;2007
Harry Potter and the Order of the Phoenix;Nintendo DS;Okay;6;Adventure;N;2007
Missile Command [1980];Xbox 360;Good;7;Action;N;2007
Super Mario Bros. 2;Wii;Great;8.5;Platformer;Y;2007
Hoshigami Remix;Nintendo DS;Okay;6;Strategy/RPG;N;2007
Bliss;Wireless;Okay;6.7;Puzzle;N;2007
Overlord;Xbox 360;Okay;6.6;Adventure;N;2007
Transformers: Autobots;Nintendo DS;Okay;6.8;Action;N;2007
God of War: Betrayal;Wireless;Amazing;9;Action;Y;2007
Final Fantasy;PlayStation Portable;Okay;6.9;RPG;N;2007
Tom Clancy's Rainbow Six: Vegas;PlayStation 3;Great;8.7;Shooter;Y;2007
Harry Potter and the Order of the Phoenix;Xbox 360;Good;7.6;Adventure;N;2007
Paper Mario;Wii;Amazing;9;RPG;Y;2007
Balloon Fight;NES;Okay;6;Action;N;2007
No Surrender: Battle of the Bulge;PC;Mediocre;5.5;Strategy;N;2007
NCAA Football 08;Xbox 360;Great;8.3;Sports;N;2007
Steel Horizon;PlayStation Portable;Awful;3;Strategy;N;2007
Pokemon Battle Revolution;Wii;Mediocre;5;Battle;N;2007
The Bigs;PlayStation 3;Great;8;Sports/Action;N;2007
Ratatouille;Wii;Good;7;Action;N;2007
Transformers: The Game;Xbox 360;Mediocre;5.7;Action;N;2007
Rengoku;Wireless;Okay;6.5;;N;2007
The Bigs;Xbox 360;Great;8.3;Sports/Action;N;2007
Transformers: The Game;PlayStation 3;Mediocre;5.7;Action;N;2007
Transformers: The Game;PlayStation Portable;Mediocre;5.5;Action;N;2007
Project Sylpheed;Xbox 360;Mediocre;5.9;Shooter;N;2007
Hot Shots Tennis;PlayStation 2;Good;7.6;Sports;N;2007
Bomberman Live;Xbox 360;Great;8.4;Action;Y;2007
NCAA Football 08;PlayStation 3;Good;7.8;Sports;N;2007
PaRappa the Rapper;PlayStation Portable;Okay;6.8;Music/Action;N;2007
TrackMania United;PC;Great;8;Racing;N;2007
Call of Juarez;PC;Okay;6.8;Shooter;N;2007
Marvel Trading Card Game;Nintendo DS;Okay;6.7;Card/Battle;N;2007
Transformers: The Game;Wii;Okay;6;Action;N;2007
Mega Man 2;Wireless;Good;7.8;Action;N;2007
The Darkness;PlayStation 3;Good;7.7;Action;N;2007
L.A. Street Racing;PC;Okay;6.5;Racing;N;2007
The Bigs;Wii;Good;7;Sports/Action;N;2007
The Fast and the Furious: Fugitive 3D;Wireless;Great;8.8;Racing;Y;2007
Smash It!;Wireless;Okay;6.5;Puzzle;N;2007
Harry Potter and the Order of the Phoenix;PlayStation 2;Good;7;Adventure;N;2007
Brothers in Arms DS;Nintendo DS;Great;8;Shooter;N;2007
Death Jr. and the Science Fair of Doom;Nintendo DS;Bad;4;Action;N;2007
SpaceForce: Rogue Universe;PC;Mediocre;5.1;Action;N;2007
World Poker Tour: Texas Hold 'Em 2;Wireless;Great;8.8;Card;Y;2007
Hot Wheels Ultimate Racing;PlayStation Portable;Mediocre;5.9;Racing;N;2007
Chicken Shoot;Wii;Painful;2;Hunting/Action;N;2007
NCAA Football 08;Xbox;Great;8.1;Sports;N;2007
Ratatouille;Game Boy Advance;Good;7;Action;N;2007
Sonic The Hedgehog Arcade;Xbox 360;Good;7.4;Platformer;N;2007
Tales of the World: Radiant Mythology;PlayStation Portable;Good;7.5;RPG;N;2007
SimCity DS;Nintendo DS;Good;7;Simulation;N;2007
The Darkness;Xbox 360;Good;7.8;Action;N;2007
Harry Potter and the Order of the Phoenix;PlayStation 3;Good;7.6;Adventure;N;2007
Ocean's Thirteen;Wireless;Mediocre;5.5;Casino;N;2007
Bust-A-Move Deluxe;PlayStation Portable;Good;7.8;Puzzle;N;2007
Harry Potter and the Order of the Phoenix;Wii;Good;7.8;Adventure;N;2007
Kid Chameleon;Wii;Okay;6.5;Platformer;N;2007
Kid Chameleon;Genesis;Okay;6.5;Platformer;N;2007
Time Ace;Nintendo DS;Mediocre;5.9;Flight/Action;N;2007
Monster Madness: Battle for Suburbia;Xbox 360;Bad;4.8;Action;N;2007
Legend of the Dragon;PlayStation Portable;Painful;2.5;Fighting;N;2007
World Sports Competition;Wii;Okay;6.5;Sports;N;2007
Tenchu Z;Xbox 360;Mediocre;5.2;Action/Adventure;N;2007
Golden Axe;Xbox 360;Good;7.5;Action;N;2007
Mach Rider;Wii;Okay;6;Racing/Editor;N;2007
Mach Rider;NES;Okay;6;Racing;N;2007
Air Zonk;Wii;Great;8;Shooter;N;2007
Yoshi;Wii;Mediocre;5;Puzzle;N;2007
Major League Baseball 2K7;Nintendo DS;Awful;3;Sports;N;2007
Band of Bugs;Xbox 360;Okay;6.2;Strategy;N;2007
Bloody Wolf;Wii;Okay;6;Action;N;2007
Dungeon Maker: Hunting Ground;PlayStation Portable;Okay;6.4;RPG/Simulation;N;2007
Resident Evil 4: Wii Edition;Wii;Amazing;9;Action;Y;2007
Shrek the Third;PlayStation Portable;Okay;6;Action;N;2007
Bloody Wolf;TurboGrafx-16;Okay;6;Shooter;N;2007
Pirates of the Caribbean: At World's End;PlayStation Portable;Okay;6.5;Action;N;2007
Lost;iPod;Okay;6.7;Adventure;N;2007
Fantastic 4: Rise of the Silver Surfer;Xbox 360;Mediocre;5.4;Action/Adventure;N;2007
NES Open Tournament Golf;Wii;Good;7.5;Sports;N;2007
Dragon Ball Z: Harukanaru Densetsu;Nintendo DS;Good;7.5;Card/RPG;N;2007
Wiffle Ball;Nintendo DS;Unbearable;1.5;Sports;N;2007
Fantastic 4: Rise of the Silver Surfer;Wii;Mediocre;5;Action/Adventure;N;2007
Devil's Crush;TurboGrafx-16;Good;7.5;Action;N;2007
Shining Force;Wii;Great;8.5;Strategy/RPG;Y;2007
Tom Clancy's Ghost Recon Advanced Warfighter 2;PC;Good;7.2;Shooter;N;2007
Mario Strikers Charged;Wii;Great;8.3;Sports;Y;2007
Wing Commander Arena;Xbox 360;Bad;4.9;Flight/Action;N;2007
Alien Syndrome;PlayStation Portable;Okay;6;Action/RPG;N;2007
